timestamp,sender,subject,severity,action_taken
2025-01-17 10:06:06,fake@paypal.com,Urgent: Account Locked!,medium,allowed
2025-01-18 07:03:30,security@amazon.com,Urgent: Account Locked!,medium,blocked
2025-01-12 06:30:04,hr-support@company.com,Reset Your Password,medium,blocked
2025-01-11 19:07:00,billing@apple.com,Invoice Attached,high,blocked
2025-01-03 11:52:31,service@anz.com,Payment Needed,medium,allowed
2025-01-25 07:19:21,security@amazon.com,Document Shared With You,medium,blocked
2025-01-06 19:18:58,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-29 11:29:54,security@amazon.com,Document Shared With You,high,flagged
2025-01-20 17:19:10,unknown@mail.ru,Document Shared With You,high,blocked
2025-01-06 14:04:58,security@amazon.com,Reset Your Password,critical,blocked
2025-01-26 20:03:51,billing@apple.com,Urgent: Account Locked!,critical,allowed
2025-01-02 00:23:16,service@anz.com,Invoice Attached,medium,flagged
2025-01-16 01:18:21,billing@apple.com,Document Shared With You,medium,flagged
2025-01-10 16:54:43,security@amazon.com,Security Alert,high,allowed
2025-01-16 02:41:42,security@amazon.com,Payment Needed,medium,flagged
2025-01-20 02:08:11,fake@paypal.com,Urgent: Account Locked!,high,flagged
2025-01-04 09:09:20,service@anz.com,Payment Needed,medium,flagged
2025-01-03 03:27:09,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-15 00:54:04,service@anz.com,Urgent: Account Locked!,critical,blocked
2025-01-01 11:06:21,service@anz.com,Document Shared With You,high,blocked
2025-01-06 17:30:14,security@amazon.com,Document Shared With You,high,flagged
2025-01-20 17:52:28,hr-support@company.com,Payment Needed,high,flagged
2025-01-06 21:43:20,unknown@mail.ru,Reset Your Password,high,allowed
2025-01-01 15:58:31,fake@paypal.com,Urgent: Account Locked!,high,blocked
2025-01-22 10:29:47,fake@paypal.com,Payment Needed,high,allowed
2025-01-10 07:02:15,unknown@mail.ru,Reset Your Password,high,flagged
2025-01-30 11:42:37,service@anz.com,Document Shared With You,medium,blocked
2025-01-18 05:13:59,billing@apple.com,Payment Needed,critical,blocked
2025-01-08 10:00:46,security@amazon.com,Urgent: Account Locked!,critical,flagged
2025-01-01 05:10:49,security@amazon.com,Reset Your Password,high,blocked
2025-01-20 18:48:03,unknown@mail.ru,Payment Needed,critical,flagged
2025-01-07 00:33:16,fake@paypal.com,Urgent: Account Locked!,high,blocked
2025-01-24 21:24:33,hr-support@company.com,Urgent: Account Locked!,high,allowed
2025-01-23 03:36:50,unknown@mail.ru,Payment Needed,medium,blocked
2025-01-08 23:06:38,security@amazon.com,Invoice Attached,high,blocked
2025-01-09 23:13:41,service@anz.com,Invoice Attached,high,blocked
2025-01-20 13:52:15,security@amazon.com,Invoice Attached,medium,flagged
2025-01-20 20:34:54,billing@apple.com,Invoice Attached,critical,blocked
2025-01-27 15:12:44,unknown@mail.ru,Document Shared With You,high,flagged
2025-01-09 00:05:31,unknown@mail.ru,Invoice Attached,high,flagged
2025-01-20 02:05:25,fake@paypal.com,Urgent: Account Locked!,high,blocked
2025-01-13 07:13:48,hr-support@company.com,Security Alert,high,blocked
2025-01-16 02:24:46,hr-support@company.com,Security Alert,high,flagged
2025-01-04 06:32:26,fake@paypal.com,Security Alert,medium,allowed
2025-01-12 12:27:57,fake@paypal.com,Security Alert,high,blocked
2025-01-27 09:30:04,fake@paypal.com,Urgent: Account Locked!,medium,flagged
2025-01-30 08:29:42,unknown@mail.ru,Reset Your Password,medium,flagged
2025-01-26 16:30:13,fake@paypal.com,Security Alert,medium,blocked
2025-01-22 05:44:00,unknown@mail.ru,Urgent: Account Locked!,medium,allowed
2025-01-23 08:39:43,fake@paypal.com,Document Shared With You,medium,allowed
2025-01-08 22:33:55,hr-support@company.com,Invoice Attached,medium,blocked
2025-01-08 18:09:00,unknown@mail.ru,Document Shared With You,high,flagged
2025-01-29 05:36:22,unknown@mail.ru,Security Alert,critical,blocked
2025-01-29 04:05:45,billing@apple.com,Invoice Attached,medium,blocked
2025-01-01 09:14:58,service@anz.com,Document Shared With You,high,blocked
2025-01-16 07:59:30,unknown@mail.ru,Document Shared With You,high,blocked
2025-01-30 04:18:08,fake@paypal.com,Document Shared With You,medium,allowed
2025-01-01 01:47:06,fake@paypal.com,Urgent: Account Locked!,high,blocked
2025-01-21 02:19:39,service@anz.com,Invoice Attached,medium,allowed
2025-01-08 20:55:03,security@amazon.com,Security Alert,high,flagged
2025-01-04 03:55:15,fake@paypal.com,Urgent: Account Locked!,medium,allowed
2025-01-27 01:24:36,security@amazon.com,Urgent: Account Locked!,high,blocked
2025-01-26 20:41:58,billing@apple.com,Urgent: Account Locked!,medium,blocked
2025-01-15 00:18:48,service@anz.com,Payment Needed,critical,blocked
2025-01-10 17:18:12,hr-support@company.com,Urgent: Account Locked!,medium,blocked
2025-01-24 23:42:56,billing@apple.com,Invoice Attached,high,flagged
2025-01-30 16:23:01,fake@paypal.com,Reset Your Password,medium,flagged
2025-01-19 08:21:12,security@amazon.com,Reset Your Password,high,blocked
2025-01-17 21:43:55,service@anz.com,Security Alert,medium,allowed
2025-01-08 21:00:34,fake@paypal.com,Reset Your Password,high,blocked
2025-01-17 02:56:07,service@anz.com,Payment Needed,high,blocked
2025-01-13 00:48:28,security@amazon.com,Security Alert,high,blocked
2025-01-25 11:26:02,service@anz.com,Security Alert,high,allowed
2025-01-02 04:11:39,service@anz.com,Reset Your Password,high,blocked
2025-01-11 03:50:59,security@amazon.com,Document Shared With You,high,allowed
2025-01-24 04:10:16,hr-support@company.com,Document Shared With You,high,blocked
2025-01-07 11:42:46,unknown@mail.ru,Security Alert,medium,blocked
2025-01-07 05:58:36,billing@apple.com,Payment Needed,medium,blocked
2025-01-07 06:01:30,hr-support@company.com,Payment Needed,critical,blocked
2025-01-27 01:41:38,billing@apple.com,Document Shared With You,high,flagged
2025-01-17 06:24:23,fake@paypal.com,Payment Needed,high,blocked
2025-01-21 06:20:51,hr-support@company.com,Urgent: Account Locked!,high,allowed
2025-01-24 15:22:51,service@anz.com,Payment Needed,medium,blocked
2025-01-06 09:24:57,hr-support@company.com,Security Alert,medium,allowed
2025-01-15 08:44:59,service@anz.com,Urgent: Account Locked!,high,allowed
2025-01-03 05:21:08,service@anz.com,Payment Needed,critical,blocked
2025-01-20 05:36:26,service@anz.com,Reset Your Password,high,allowed
2025-01-18 02:21:03,service@anz.com,Urgent: Account Locked!,critical,blocked
2025-01-03 13:03:04,unknown@mail.ru,Reset Your Password,high,flagged
2025-01-05 06:15:26,hr-support@company.com,Document Shared With You,medium,blocked
2025-01-06 15:15:27,unknown@mail.ru,Document Shared With You,high,blocked
2025-01-19 12:26:50,hr-support@company.com,Reset Your Password,critical,blocked
2025-01-28 08:57:18,security@amazon.com,Document Shared With You,medium,blocked
2025-01-17 05:52:12,billing@apple.com,Document Shared With You,high,blocked
2025-01-24 21:44:15,hr-support@company.com,Payment Needed,medium,blocked
2025-01-08 09:22:46,hr-support@company.com,Payment Needed,high,flagged
2025-01-26 00:56:49,fake@paypal.com,Invoice Attached,high,allowed
2025-01-18 16:16:15,hr-support@company.com,Security Alert,medium,flagged
2025-01-06 06:30:18,fake@paypal.com,Invoice Attached,medium,blocked
2025-01-27 11:26:47,service@anz.com,Security Alert,medium,blocked
2025-01-29 16:30:33,billing@apple.com,Urgent: Account Locked!,high,flagged
2025-01-23 08:09:20,billing@apple.com,Reset Your Password,medium,blocked
2025-01-10 04:36:55,fake@paypal.com,Payment Needed,high,blocked
2025-01-14 00:32:47,security@amazon.com,Document Shared With You,high,blocked
2025-01-30 11:15:24,service@anz.com,Invoice Attached,medium,blocked
2025-01-11 03:45:26,hr-support@company.com,Reset Your Password,medium,flagged
2025-01-17 15:11:41,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-29 17:25:26,security@amazon.com,Document Shared With You,high,blocked
2025-01-07 23:25:16,fake@paypal.com,Security Alert,medium,blocked
2025-01-24 05:09:55,billing@apple.com,Invoice Attached,critical,flagged
2025-01-12 09:13:03,fake@paypal.com,Payment Needed,high,blocked
2025-01-29 03:59:20,unknown@mail.ru,Urgent: Account Locked!,high,flagged
2025-01-29 22:34:37,unknown@mail.ru,Urgent: Account Locked!,high,flagged
2025-01-21 09:21:11,security@amazon.com,Security Alert,medium,flagged
2025-01-03 21:09:06,billing@apple.com,Reset Your Password,high,allowed
2025-01-07 05:08:27,billing@apple.com,Reset Your Password,medium,flagged
2025-01-08 00:23:01,security@amazon.com,Payment Needed,high,blocked
2025-01-04 15:22:36,fake@paypal.com,Security Alert,high,blocked
2025-01-30 07:19:26,unknown@mail.ru,Payment Needed,medium,blocked
2025-01-05 23:02:38,service@anz.com,Urgent: Account Locked!,medium,flagged
2025-01-26 20:28:40,fake@paypal.com,Invoice Attached,high,blocked
2025-01-19 03:56:29,fake@paypal.com,Reset Your Password,medium,allowed
2025-01-09 17:40:22,billing@apple.com,Reset Your Password,medium,flagged
2025-01-27 09:37:00,hr-support@company.com,Security Alert,high,allowed
2025-01-23 04:33:08,security@amazon.com,Reset Your Password,critical,allowed
2025-01-08 01:42:07,service@anz.com,Reset Your Password,medium,blocked
2025-01-20 20:47:21,unknown@mail.ru,Security Alert,critical,blocked
2025-01-17 12:51:21,billing@apple.com,Urgent: Account Locked!,high,flagged
2025-01-10 22:21:04,fake@paypal.com,Payment Needed,critical,blocked
2025-01-03 06:41:21,service@anz.com,Document Shared With You,medium,allowed
2025-01-17 15:34:31,fake@paypal.com,Security Alert,critical,blocked
2025-01-11 11:54:43,unknown@mail.ru,Reset Your Password,high,flagged
2025-01-17 20:41:58,service@anz.com,Invoice Attached,medium,flagged
2025-01-28 13:59:32,hr-support@company.com,Urgent: Account Locked!,critical,blocked
2025-01-15 11:48:16,billing@apple.com,Invoice Attached,high,flagged
2025-01-26 12:03:50,billing@apple.com,Payment Needed,medium,flagged
2025-01-19 16:55:09,service@anz.com,Payment Needed,medium,blocked
2025-01-08 07:25:14,hr-support@company.com,Document Shared With You,high,allowed
2025-01-27 03:40:00,service@anz.com,Security Alert,medium,flagged
2025-01-24 19:32:27,fake@paypal.com,Security Alert,medium,blocked
2025-01-28 02:40:21,service@anz.com,Urgent: Account Locked!,medium,blocked
2025-01-16 12:16:23,fake@paypal.com,Urgent: Account Locked!,high,allowed
2025-01-30 20:23:21,fake@paypal.com,Payment Needed,critical,flagged
2025-01-13 12:11:11,billing@apple.com,Security Alert,medium,blocked
2025-01-17 06:53:37,security@amazon.com,Reset Your Password,high,blocked
2025-01-09 15:00:20,fake@paypal.com,Invoice Attached,high,flagged
2025-01-26 21:05:00,security@amazon.com,Payment Needed,high,blocked
2025-01-16 03:52:08,service@anz.com,Security Alert,medium,blocked
2025-01-27 10:10:28,fake@paypal.com,Document Shared With You,high,blocked
2025-01-25 12:54:49,security@amazon.com,Payment Needed,medium,flagged
2025-01-05 00:37:16,fake@paypal.com,Reset Your Password,high,allowed
2025-01-23 19:49:24,security@amazon.com,Invoice Attached,high,allowed
2025-01-24 23:42:12,service@anz.com,Payment Needed,critical,allowed
2025-01-27 11:30:35,hr-support@company.com,Payment Needed,medium,blocked
2025-01-05 02:42:14,security@amazon.com,Urgent: Account Locked!,critical,allowed
2025-01-27 09:07:15,service@anz.com,Security Alert,medium,blocked
2025-01-20 01:41:14,service@anz.com,Invoice Attached,critical,blocked
2025-01-27 10:01:18,security@amazon.com,Payment Needed,medium,blocked
2025-01-04 10:48:24,security@amazon.com,Payment Needed,high,flagged
2025-01-25 10:02:56,fake@paypal.com,Document Shared With You,medium,flagged
2025-01-15 20:00:37,hr-support@company.com,Invoice Attached,medium,blocked
2025-01-22 20:42:02,security@amazon.com,Reset Your Password,critical,blocked
2025-01-15 22:02:57,hr-support@company.com,Payment Needed,critical,blocked
2025-01-13 14:20:02,hr-support@company.com,Document Shared With You,high,blocked
2025-01-14 20:55:20,service@anz.com,Document Shared With You,high,blocked
2025-01-06 13:50:29,fake@paypal.com,Document Shared With You,high,blocked
2025-01-27 07:26:22,fake@paypal.com,Document Shared With You,medium,allowed
2025-01-27 22:22:53,billing@apple.com,Payment Needed,critical,blocked
2025-01-14 05:07:59,hr-support@company.com,Security Alert,high,allowed
2025-01-13 13:13:53,hr-support@company.com,Urgent: Account Locked!,medium,flagged
2025-01-17 10:09:59,security@amazon.com,Urgent: Account Locked!,high,blocked
2025-01-28 05:20:35,billing@apple.com,Urgent: Account Locked!,high,allowed
2025-01-09 01:54:00,unknown@mail.ru,Document Shared With You,critical,blocked
2025-01-12 10:40:20,fake@paypal.com,Reset Your Password,medium,allowed
2025-01-03 16:06:47,unknown@mail.ru,Payment Needed,critical,flagged
2025-01-10 09:40:04,security@amazon.com,Reset Your Password,high,blocked
2025-01-14 15:19:30,hr-support@company.com,Payment Needed,high,flagged
2025-01-14 13:36:31,service@anz.com,Payment Needed,critical,flagged
2025-01-02 13:28:35,unknown@mail.ru,Invoice Attached,medium,allowed
2025-01-18 12:25:33,billing@apple.com,Invoice Attached,medium,blocked
2025-01-04 22:53:06,fake@paypal.com,Invoice Attached,medium,flagged
2025-01-16 16:51:05,fake@paypal.com,Payment Needed,critical,blocked
2025-01-27 10:08:44,security@amazon.com,Urgent: Account Locked!,medium,allowed
2025-01-16 21:11:01,fake@paypal.com,Reset Your Password,critical,flagged
2025-01-25 11:19:06,hr-support@company.com,Invoice Attached,medium,allowed
2025-01-28 22:16:30,service@anz.com,Invoice Attached,medium,allowed
2025-01-08 02:47:19,unknown@mail.ru,Invoice Attached,medium,allowed
2025-01-15 03:49:52,unknown@mail.ru,Urgent: Account Locked!,high,flagged
2025-01-02 14:00:23,service@anz.com,Invoice Attached,critical,allowed
2025-01-30 15:04:55,unknown@mail.ru,Reset Your Password,medium,allowed
2025-01-07 14:07:22,billing@apple.com,Invoice Attached,high,flagged
2025-01-25 16:15:52,fake@paypal.com,Invoice Attached,medium,blocked
2025-01-10 09:34:20,unknown@mail.ru,Security Alert,high,blocked
2025-01-09 23:49:48,service@anz.com,Reset Your Password,high,flagged
2025-01-20 15:44:48,security@amazon.com,Payment Needed,high,blocked
2025-01-13 07:12:56,fake@paypal.com,Urgent: Account Locked!,critical,flagged
2025-01-12 00:04:59,fake@paypal.com,Invoice Attached,medium,blocked
2025-01-28 04:48:39,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-03 20:48:49,service@anz.com,Security Alert,medium,flagged
2025-01-06 04:54:10,unknown@mail.ru,Invoice Attached,critical,flagged
2025-01-10 05:32:39,hr-support@company.com,Security Alert,critical,blocked
2025-01-12 16:17:38,fake@paypal.com,Security Alert,critical,blocked
2025-01-18 11:01:21,fake@paypal.com,Payment Needed,medium,blocked
2025-01-14 22:53:11,unknown@mail.ru,Urgent: Account Locked!,high,allowed
2025-01-24 22:21:13,service@anz.com,Reset Your Password,medium,blocked
2025-01-26 12:33:28,service@anz.com,Security Alert,medium,blocked
2025-01-21 17:48:08,security@amazon.com,Payment Needed,medium,blocked
2025-01-09 08:23:53,security@amazon.com,Invoice Attached,critical,flagged
2025-01-22 16:36:10,security@amazon.com,Payment Needed,critical,flagged
2025-01-03 01:53:00,service@anz.com,Payment Needed,medium,flagged
2025-01-13 20:57:22,unknown@mail.ru,Payment Needed,critical,flagged
2025-01-01 19:33:54,unknown@mail.ru,Urgent: Account Locked!,medium,blocked
2025-01-25 02:38:16,unknown@mail.ru,Invoice Attached,high,blocked
2025-01-23 19:23:43,hr-support@company.com,Invoice Attached,medium,blocked
2025-01-14 04:14:33,unknown@mail.ru,Security Alert,medium,blocked
2025-01-13 07:37:52,fake@paypal.com,Invoice Attached,medium,blocked
2025-01-03 04:42:51,unknown@mail.ru,Document Shared With You,medium,allowed
2025-01-05 01:08:19,service@anz.com,Document Shared With You,high,blocked
2025-01-24 20:55:03,hr-support@company.com,Invoice Attached,medium,blocked
2025-01-09 12:21:50,hr-support@company.com,Invoice Attached,high,flagged
2025-01-19 11:26:51,unknown@mail.ru,Invoice Attached,medium,blocked
2025-01-27 22:06:25,fake@paypal.com,Urgent: Account Locked!,critical,allowed
2025-01-15 04:34:03,security@amazon.com,Reset Your Password,medium,flagged
2025-01-15 07:17:19,security@amazon.com,Urgent: Account Locked!,medium,flagged
2025-01-19 03:54:18,billing@apple.com,Document Shared With You,medium,allowed
2025-01-04 09:53:50,billing@apple.com,Document Shared With You,medium,blocked
2025-01-07 07:00:09,security@amazon.com,Invoice Attached,critical,flagged
2025-01-28 11:57:19,security@amazon.com,Payment Needed,high,flagged
2025-01-25 13:21:26,unknown@mail.ru,Reset Your Password,medium,blocked
2025-01-25 13:41:02,service@anz.com,Invoice Attached,medium,flagged
2025-01-11 08:52:46,service@anz.com,Document Shared With You,medium,blocked
2025-01-28 19:11:42,security@amazon.com,Invoice Attached,medium,flagged
