timestamp,source_ip,destination_ip,action,severity,details,alert_type,status,sender,subject,action_taken
2025-01-11 05:31:45,228.223.80.221,,,high,,Malware,quarantined,,,
2025-01-17 03:41:21,174.157.117.144,,,medium,,SQL Injection,reviewed,,,
2025-01-23 18:28:20,226.226.27.238,,,medium,,Suspicious Login,quarantined,,,
2025-01-29 15:47:52,134.157.104.28,,,medium,,Brute Force,blocked,,,
2025-01-16 12:29:09,15.51.255.93,,,critical,,Suspicious Login,blocked,,,
2025-01-11 14:08:47,140.25.254.132,,,high,,SQL Injection,quarantined,,,
2025-01-14 02:52:57,17.80.110.42,,,critical,,Brute Force,reviewed,,,
2025-01-21 11:31:31,93.82.195.199,,,medium,,Suspicious Login,quarantined,,,
2025-01-27 17:47:53,229.203.228.55,,,medium,,SQL Injection,reviewed,,,
2025-01-27 06:28:11,159.224.190.143,,,high,,SQL Injection,blocked,,,
2025-01-27 17:07:55,203.205.242.81,,,medium,,SQL Injection,quarantined,,,
2025-01-19 02:02:33,89.172.249.62,,,medium,,Suspicious Login,quarantined,,,
2025-01-09 07:54:50,124.80.47.199,,,medium,,Suspicious Login,quarantined,,,
2025-01-07 03:17:36,41.163.205.50,,,medium,,Brute Force,quarantined,,,
2025-01-04 08:01:57,238.169.108.214,,,medium,,Brute Force,blocked,,,
2025-01-09 03:10:32,104.46.160.161,,,medium,,Suspicious Login,blocked,,,
2025-01-21 11:41:11,91.172.17.255,,,high,,DDoS,quarantined,,,
2025-01-05 12:13:13,176.64.216.215,,,high,,Malware,quarantined,,,
2025-01-02 18:39:03,181.14.203.75,,,medium,,Malware,blocked,,,
2025-01-15 09:20:39,3.251.241.11,,,medium,,SQL Injection,quarantined,,,
2025-01-28 18:52:32,92.59.13.196,,,high,,Malware,quarantined,,,
2025-01-01 13:08:05,102.73.146.5,,,high,,SQL Injection,blocked,,,
2025-01-13 18:21:36,95.38.253.215,,,medium,,Brute Force,quarantined,,,
2025-01-21 05:20:47,63.62.81.103,,,medium,,SQL Injection,blocked,,,
2025-01-02 17:16:28,41.43.132.58,,,high,,DDoS,quarantined,,,
2025-01-30 13:24:33,187.40.226.138,,,high,,Brute Force,reviewed,,,
2025-01-16 19:49:34,12.102.223.42,,,high,,DDoS,blocked,,,
2025-01-12 12:45:16,31.66.77.164,,,medium,,Brute Force,quarantined,,,
2025-01-09 05:19:03,85.14.91.203,,,high,,Malware,quarantined,,,
2025-01-24 07:17:36,203.116.151.90,,,critical,,Brute Force,reviewed,,,
2025-01-30 08:45:28,34.7.255.154,,,high,,Brute Force,reviewed,,,
2025-01-05 10:01:07,154.17.12.195,,,medium,,Brute Force,quarantined,,,
2025-01-30 03:08:07,203.223.113.214,,,high,,DDoS,blocked,,,
2025-01-11 20:02:51,139.148.42.238,,,medium,,Malware,quarantined,,,
2025-01-25 14:13:59,146.79.227.165,,,high,,Suspicious Login,quarantined,,,
2025-01-17 19:24:24,61.36.143.126,,,high,,Malware,reviewed,,,
2025-01-24 02:31:43,80.49.57.178,,,high,,Malware,quarantined,,,
2025-01-15 14:53:48,95.242.143.233,,,medium,,Suspicious Login,quarantined,,,
2025-01-04 18:50:38,161.150.30.75,,,medium,,Suspicious Login,blocked,,,
2025-01-17 16:16:41,41.148.210.190,,,medium,,Malware,reviewed,,,
2025-01-18 21:30:11,234.158.197.249,,,medium,,Malware,reviewed,,,
2025-01-19 04:21:21,84.107.136.205,,,high,,Malware,quarantined,,,
2025-01-17 16:32:15,62.145.8.215,,,medium,,SQL Injection,quarantined,,,
2025-01-01 02:21:50,35.74.168.77,,,critical,,Brute Force,quarantined,,,
2025-01-29 23:02:13,130.35.199.196,,,high,,SQL Injection,blocked,,,
2025-01-10 18:11:04,94.149.210.190,,,medium,,DDoS,quarantined,,,
2025-01-02 06:44:48,208.225.6.109,,,high,,SQL Injection,blocked,,,
2025-01-14 19:15:38,30.4.69.134,,,medium,,DDoS,quarantined,,,
2025-01-15 07:17:42,59.154.165.1,,,medium,,DDoS,quarantined,,,
2025-01-10 08:32:08,8.160.124.114,,,medium,,Suspicious Login,reviewed,,,
2025-01-22 19:55:15,147.226.219.165,,,high,,Malware,quarantined,,,
2025-01-05 10:23:57,186.248.157.30,,,critical,,SQL Injection,blocked,,,
2025-01-17 01:03:39,154.129.239.134,,,high,,Brute Force,blocked,,,
2025-01-04 11:32:46,98.70.73.148,,,critical,,Malware,reviewed,,,
2025-01-12 00:36:08,35.61.197.131,,,medium,,SQL Injection,reviewed,,,
2025-01-20 08:11:02,140.171.199.137,,,medium,,Suspicious Login,reviewed,,,
2025-01-28 20:37:47,134.251.30.244,,,medium,,Malware,blocked,,,
2025-01-14 18:34:40,60.15.199.179,,,critical,,Suspicious Login,quarantined,,,
2025-01-27 18:04:59,155.177.170.124,,,high,,DDoS,quarantined,,,
2025-01-18 01:06:13,101.157.230.23,,,critical,,Suspicious Login,reviewed,,,
2025-01-26 21:52:27,7.249.229.72,,,medium,,DDoS,reviewed,,,
2025-01-15 00:21:57,55.174.178.180,,,medium,,SQL Injection,reviewed,,,
2025-01-27 02:47:37,106.186.156.209,,,medium,,Malware,quarantined,,,
2025-01-22 01:27:27,48.105.133.188,,,high,,SQL Injection,reviewed,,,
2025-01-19 03:36:06,93.230.237.162,,,high,,Brute Force,blocked,,,
2025-01-04 01:10:33,199.155.189.210,,,medium,,Suspicious Login,quarantined,,,
2025-01-18 10:36:39,232.155.72.28,,,medium,,SQL Injection,reviewed,,,
2025-01-09 08:11:29,26.189.79.78,,,medium,,Brute Force,reviewed,,,
2025-01-07 23:26:12,218.93.89.235,,,critical,,SQL Injection,quarantined,,,
2025-01-17 08:38:46,137.60.160.198,,,critical,,Brute Force,reviewed,,,
2025-01-08 13:44:18,125.46.84.93,,,medium,,Brute Force,reviewed,,,
2025-01-14 11:38:21,195.92.21.172,,,medium,,DDoS,quarantined,,,
2025-01-18 17:21:14,135.57.62.231,,,high,,Brute Force,blocked,,,
2025-01-14 15:25:21,220.225.158.223,,,high,,SQL Injection,quarantined,,,
2025-01-21 18:02:06,187.242.234.232,,,medium,,Suspicious Login,quarantined,,,
2025-01-25 10:53:20,57.9.171.60,,,high,,Brute Force,quarantined,,,
2025-01-06 18:21:13,84.130.134.222,,,medium,,DDoS,blocked,,,
2025-01-08 04:24:34,69.132.170.66,,,high,,Brute Force,reviewed,,,
2025-01-09 10:57:44,66.118.242.51,,,medium,,DDoS,quarantined,,,
2025-01-10 19:44:24,128.243.116.234,,,high,,SQL Injection,reviewed,,,
2025-01-13 05:34:05,212.129.25.185,,,high,,Malware,reviewed,,,
2025-01-11 07:47:30,225.198.129.186,,,high,,Brute Force,blocked,,,
2025-01-20 12:11:14,218.125.127.235,,,high,,Brute Force,blocked,,,
2025-01-04 16:55:05,116.34.162.57,,,medium,,SQL Injection,quarantined,,,
2025-01-08 15:57:28,23.61.132.205,,,medium,,Brute Force,reviewed,,,
2025-01-30 00:58:25,60.2.129.76,,,high,,Malware,reviewed,,,
2025-01-22 17:39:28,243.160.135.131,,,high,,Malware,quarantined,,,
2025-01-16 09:04:51,90.144.226.245,,,medium,,Malware,quarantined,,,
2025-01-14 23:09:03,108.129.38.151,,,medium,,Malware,blocked,,,
2025-01-27 14:04:37,32.228.160.205,,,high,,SQL Injection,quarantined,,,
2025-01-05 19:59:07,135.201.123.218,,,medium,,Brute Force,blocked,,,
2025-01-23 10:35:15,123.16.125.65,,,medium,,Brute Force,blocked,,,
2025-01-14 06:47:29,174.170.105.49,,,high,,SQL Injection,blocked,,,
2025-01-03 17:55:16,97.18.86.213,,,medium,,Suspicious Login,reviewed,,,
2025-01-28 12:08:51,83.15.129.254,,,medium,,Malware,blocked,,,
2025-01-09 01:36:09,171.153.42.30,,,high,,Malware,reviewed,,,
2025-01-22 23:38:59,7.218.79.225,,,medium,,Brute Force,reviewed,,,
2025-01-03 19:42:48,214.42.59.232,,,medium,,SQL Injection,blocked,,,
2025-01-22 22:19:07,147.99.124.199,,,high,,Malware,reviewed,,,
2025-01-05 19:41:44,189.19.217.67,,,medium,,Suspicious Login,blocked,,,
2025-01-26 01:42:21,228.23.14.224,,,medium,,DDoS,quarantined,,,
2025-01-19 09:34:35,214.131.92.146,,,critical,,DDoS,quarantined,,,
2025-01-12 17:41:31,88.234.166.32,,,medium,,Malware,quarantined,,,
2025-01-11 01:48:36,36.77.241.139,,,medium,,Malware,quarantined,,,
2025-01-18 21:24:08,168.18.158.242,,,medium,,SQL Injection,quarantined,,,
2025-01-17 07:46:16,247.9.232.108,,,high,,Suspicious Login,reviewed,,,
2025-01-28 22:54:30,231.164.96.244,,,medium,,Brute Force,reviewed,,,
2025-01-13 08:57:26,112.7.37.208,,,high,,Malware,quarantined,,,
2025-01-14 02:29:59,90.254.65.29,,,medium,,DDoS,quarantined,,,
2025-01-10 16:11:55,186.102.124.248,,,medium,,SQL Injection,reviewed,,,
2025-01-07 01:26:40,207.44.132.218,,,medium,,Malware,blocked,,,
2025-01-03 07:44:56,221.191.103.32,,,medium,,Suspicious Login,blocked,,,
2025-01-30 01:49:40,52.17.30.213,,,critical,,DDoS,reviewed,,,
2025-01-16 22:38:05,179.211.231.28,,,medium,,Suspicious Login,blocked,,,
2025-01-24 15:26:29,207.182.238.138,,,medium,,Malware,reviewed,,,
2025-01-02 00:54:23,163.24.23.119,,,high,,Malware,reviewed,,,
2025-01-26 05:20:03,148.152.202.140,,,medium,,DDoS,blocked,,,
2025-01-05 22:11:39,67.1.245.167,,,high,,SQL Injection,quarantined,,,
2025-01-21 21:56:08,205.63.17.81,,,medium,,SQL Injection,quarantined,,,
2025-01-13 19:52:14,120.2.131.169,,,medium,,Malware,blocked,,,
2025-01-29 17:36:27,105.71.43.5,,,critical,,Malware,blocked,,,
2025-01-16 08:18:15,57.187.243.64,,,medium,,DDoS,blocked,,,
2025-01-29 13:31:58,13.195.152.255,,,medium,,DDoS,blocked,,,
2025-01-14 04:33:14,18.243.37.232,,,medium,,DDoS,quarantined,,,
2025-01-28 10:10:41,164.48.79.238,,,medium,,Brute Force,quarantined,,,
2025-01-17 09:57:33,54.125.23.64,,,medium,,Malware,blocked,,,
2025-01-27 03:50:40,33.122.74.44,,,high,,Suspicious Login,blocked,,,
2025-01-14 14:50:55,167.118.195.206,,,critical,,Malware,reviewed,,,
2025-01-28 18:14:13,162.136.102.58,,,medium,,DDoS,quarantined,,,
2025-01-14 16:45:46,140.131.160.158,,,critical,,SQL Injection,blocked,,,
2025-01-20 22:47:11,97.18.122.121,,,high,,DDoS,blocked,,,
2025-01-10 03:42:21,107.146.165.149,,,critical,,SQL Injection,quarantined,,,
2025-01-18 05:06:54,197.62.106.208,,,high,,SQL Injection,reviewed,,,
2025-01-27 18:24:54,138.25.54.29,,,medium,,SQL Injection,quarantined,,,
2025-01-26 23:52:19,235.79.238.206,,,medium,,DDoS,quarantined,,,
2025-01-17 21:31:01,189.81.59.191,,,high,,Suspicious Login,blocked,,,
2025-01-14 23:40:00,35.203.206.59,,,high,,Suspicious Login,quarantined,,,
2025-01-13 17:40:41,7.220.231.19,,,critical,,DDoS,reviewed,,,
2025-01-13 09:48:24,188.253.113.50,,,medium,,Malware,blocked,,,
2025-01-18 22:37:27,221.82.229.29,,,high,,SQL Injection,reviewed,,,
2025-01-20 15:43:58,60.103.223.161,,,high,,Suspicious Login,quarantined,,,
2025-01-09 09:25:16,138.30.163.47,,,critical,,SQL Injection,blocked,,,
2025-01-21 09:56:39,13.140.207.39,,,high,,DDoS,reviewed,,,
2025-01-10 10:32:08,6.155.49.212,,,high,,Brute Force,blocked,,,
2025-01-15 20:29:02,111.75.106.254,,,high,,Brute Force,blocked,,,
2025-01-17 04:38:13,177.26.13.95,,,high,,Suspicious Login,reviewed,,,
2025-01-27 20:43:47,20.230.52.239,,,medium,,DDoS,blocked,,,
2025-01-16 19:05:07,43.146.21.148,,,high,,Malware,blocked,,,
2025-01-04 22:22:56,184.194.193.126,,,high,,DDoS,quarantined,,,
2025-01-19 08:00:15,237.227.172.34,,,medium,,Suspicious Login,blocked,,,
2025-01-06 16:47:03,6.2.246.167,,,high,,Suspicious Login,reviewed,,,
2025-01-22 22:49:51,144.213.78.115,,,high,,DDoS,reviewed,,,
2025-01-16 07:21:45,64.188.155.222,,,medium,,DDoS,quarantined,,,
2025-01-09 11:26:44,140.213.5.88,,,high,,Malware,quarantined,,,
2025-01-24 05:15:30,7.208.157.149,,,medium,,SQL Injection,quarantined,,,
2025-01-29 13:42:01,43.160.187.118,,,high,,Suspicious Login,reviewed,,,
2025-01-21 19:50:09,63.158.206.40,,,medium,,Malware,blocked,,,
2025-01-25 03:33:14,174.141.171.25,,,high,,DDoS,reviewed,,,
2025-01-02 07:59:17,193.27.170.72,,,medium,,SQL Injection,blocked,,,
2025-01-19 01:23:16,2.127.178.96,,,critical,,DDoS,quarantined,,,
2025-01-09 20:05:01,89.246.13.48,,,high,,Brute Force,blocked,,,
2025-01-06 08:18:26,205.33.214.41,,,critical,,DDoS,blocked,,,
2025-01-04 12:29:48,200.44.45.220,,,medium,,DDoS,blocked,,,
2025-01-16 23:36:24,145.81.193.23,,,medium,,Brute Force,reviewed,,,
2025-01-07 09:44:16,38.101.49.122,,,high,,Brute Force,blocked,,,
2025-01-26 22:42:59,231.241.5.104,,,medium,,Malware,reviewed,,,
2025-01-29 01:59:25,132.116.3.249,,,medium,,Brute Force,quarantined,,,
2025-01-01 15:51:38,20.213.86.41,,,medium,,Suspicious Login,quarantined,,,
2025-01-06 14:47:55,151.137.91.48,,,medium,,Suspicious Login,blocked,,,
2025-01-30 14:21:24,188.213.108.72,,,high,,Suspicious Login,blocked,,,
2025-01-19 13:35:48,206.93.45.24,,,medium,,Brute Force,quarantined,,,
2025-01-11 03:20:12,97.133.45.159,,,high,,SQL Injection,blocked,,,
2025-01-25 03:18:13,13.109.76.18,,,critical,,DDoS,quarantined,,,
2025-01-13 16:34:04,199.94.118.81,,,critical,,SQL Injection,reviewed,,,
2025-01-22 03:14:56,156.27.124.197,,,medium,,DDoS,reviewed,,,
2025-01-30 11:17:46,65.218.39.148,,,high,,Suspicious Login,blocked,,,
2025-01-24 17:14:37,229.80.226.174,,,critical,,Malware,blocked,,,
2025-01-19 14:17:19,74.115.150.42,,,high,,Malware,blocked,,,
2025-01-30 18:59:05,143.223.96.207,,,critical,,Malware,blocked,,,
2025-01-01 10:43:14,212.135.183.193,,,medium,,Malware,quarantined,,,
2025-01-05 14:15:22,63.3.149.100,,,high,,DDoS,reviewed,,,
2025-01-10 17:32:22,244.142.59.19,,,high,,Brute Force,blocked,,,
2025-01-07 06:33:31,144.229.187.89,,,high,,Suspicious Login,quarantined,,,
2025-01-28 09:11:11,185.187.196.234,,,high,,Malware,quarantined,,,
2025-01-18 13:30:26,207.2.145.211,,,medium,,SQL Injection,reviewed,,,
2025-01-28 02:08:07,12.115.107.165,,,medium,,Malware,reviewed,,,
2025-01-04 08:17:58,55.88.170.237,,,critical,,Suspicious Login,reviewed,,,
2025-01-29 12:11:20,97.106.77.86,,,medium,,DDoS,reviewed,,,
2025-01-26 11:42:10,231.10.249.166,,,high,,Malware,quarantined,,,
2025-01-09 05:13:35,210.78.97.167,,,medium,,Malware,reviewed,,,
2025-01-23 16:14:36,220.91.78.86,,,critical,,Brute Force,quarantined,,,
2025-01-06 00:57:01,39.49.206.145,,,medium,,Suspicious Login,quarantined,,,
2025-01-23 02:42:37,219.138.145.46,,,medium,,Malware,blocked,,,
2025-01-06 10:24:34,210.198.24.34,,,critical,,Brute Force,reviewed,,,
2025-01-24 08:51:38,244.236.152.37,,,high,,SQL Injection,blocked,,,
2025-01-04 19:55:02,69.120.179.110,,,medium,,Brute Force,reviewed,,,
2025-01-27 21:33:36,226.7.19.101,,,medium,,SQL Injection,quarantined,,,
2025-01-09 06:24:07,77.227.140.83,,,medium,,Malware,reviewed,,,
2025-01-25 08:02:17,141.105.241.104,,,critical,,Suspicious Login,reviewed,,,
2025-01-20 02:08:28,207.233.160.212,,,medium,,Suspicious Login,quarantined,,,
2025-01-28 11:29:26,87.18.44.131,,,medium,,DDoS,blocked,,,
2025-01-22 21:07:02,45.16.134.104,,,medium,,Brute Force,reviewed,,,
2025-01-19 13:36:36,191.75.143.102,,,high,,Brute Force,blocked,,,
2025-01-02 10:10:13,178.137.78.91,,,high,,SQL Injection,reviewed,,,
2025-01-05 07:42:22,241.21.5.17,,,high,,Malware,quarantined,,,
2025-01-07 02:27:45,77.124.106.103,,,critical,,Brute Force,reviewed,,,
2025-01-20 19:27:10,71.219.236.146,,,high,,Malware,blocked,,,
2025-01-08 14:09:07,46.93.35.97,,,medium,,Brute Force,blocked,,,
2025-01-23 01:35:35,163.17.92.202,,,medium,,Suspicious Login,reviewed,,,
2025-01-11 14:57:53,137.178.191.222,,,high,,Malware,blocked,,,
2025-01-02 16:43:15,173.12.39.23,,,medium,,Suspicious Login,quarantined,,,
2025-01-23 01:59:47,119.93.139.235,,,medium,,DDoS,reviewed,,,
2025-01-20 13:29:07,250.49.184.67,,,medium,,SQL Injection,quarantined,,,
2025-01-29 11:48:28,66.15.199.229,,,critical,,Suspicious Login,reviewed,,,
2025-01-29 16:06:18,37.255.38.107,,,medium,,SQL Injection,reviewed,,,
2025-01-18 03:30:49,214.239.14.215,,,medium,,Malware,blocked,,,
2025-01-12 06:00:04,139.64.201.238,,,high,,DDoS,blocked,,,
2025-01-25 13:02:51,251.170.7.29,,,high,,Malware,reviewed,,,
2025-01-18 03:56:55,246.151.184.73,,,medium,,Malware,quarantined,,,
2025-01-21 01:12:18,214.54.6.104,,,medium,,Brute Force,blocked,,,
2025-01-08 07:08:40,135.97.183.5,,,high,,Malware,blocked,,,
2025-01-18 16:15:49,77.205.63.255,,,high,,Brute Force,quarantined,,,
2025-01-25 08:39:38,60.9.74.104,,,high,,Malware,blocked,,,
2025-01-29 09:09:25,26.242.57.67,,,medium,,Brute Force,quarantined,,,
2025-01-09 00:16:31,12.7.11.160,,,high,,Brute Force,reviewed,,,
2025-01-14 09:45:26,178.182.38.15,,,high,,Suspicious Login,quarantined,,,
2025-01-18 03:46:04,35.49.223.109,,,critical,,SQL Injection,quarantined,,,
2025-01-08 00:15:52,222.19.6.171,,,medium,,Brute Force,blocked,,,
2025-01-29 11:09:03,12.193.117.58,,,high,,Malware,blocked,,,
2025-01-03 09:03:19,154.229.45.47,,,medium,,DDoS,quarantined,,,
2025-01-19 13:13:39,234.179.151.166,,,critical,,Suspicious Login,quarantined,,,
2025-01-11 06:43:15,55.162.121.22,,,critical,,Brute Force,reviewed,,,
2025-01-13 08:04:50,220.86.83.70,,,medium,,Suspicious Login,quarantined,,,
2025-01-25 05:10:31,120.110.246.237,,,medium,,Malware,blocked,,,
2025-01-30 12:50:45,176.255.106.59,,,medium,,Suspicious Login,reviewed,,,
2025-01-02 16:43:40,42.57.188.125,,,high,,Suspicious Login,quarantined,,,
2025-01-29 02:21:58,118.249.188.136,,,medium,,SQL Injection,quarantined,,,
2025-01-07 08:16:00,29.251.223.244,,,high,,Brute Force,quarantined,,,
2025-01-13 19:59:01,169.208.162.42,,,high,,Malware,quarantined,,,
2025-01-16 14:52:15,148.216.192.88,,,high,,Suspicious Login,quarantined,,,
2025-01-05 01:51:01,62.180.64.8,,,medium,,DDoS,reviewed,,,
2025-01-27 13:51:55,137.3.203.149,,,critical,,Brute Force,reviewed,,,
2025-01-29 12:32:28,136.105.72.55,,,medium,,SQL Injection,blocked,,,
2025-01-03 10:37:32,6.113.196.32,,,medium,,Brute Force,quarantined,,,
2025-01-16 08:00:19,246.96.168.235,,,critical,,Suspicious Login,reviewed,,,
2025-01-10 13:54:43,127.221.214.23,,,medium,,SQL Injection,reviewed,,,
2025-01-19 08:18:41,20.179.20.217,,,medium,,DDoS,blocked,,,
2025-01-12 01:19:26,249.37.183.133,,,critical,,SQL Injection,reviewed,,,
2025-01-13 13:47:27,93.217.41.175,,,high,,Brute Force,quarantined,,,
2025-01-02 15:33:07,202.194.209.51,,,medium,,DDoS,blocked,,,
2025-01-18 23:41:00,200.157.186.136,,,high,,Brute Force,reviewed,,,
2025-01-14 23:11:18,24.213.109.189,,,high,,Malware,quarantined,,,
2025-01-04 23:30:40,1.155.242.139,,,critical,,SQL Injection,blocked,,,
2025-01-09 07:25:02,32.99.235.120,,,critical,,Malware,quarantined,,,
2025-01-14 21:09:41,230.3.86.237,,,medium,,SQL Injection,blocked,,,
2025-01-03 04:36:46,116.46.67.141,,,high,,SQL Injection,reviewed,,,
2025-01-29 10:40:59,17.168.94.216,,,high,,SQL Injection,blocked,,,
2025-01-06 14:39:54,216.212.202.236,,,medium,,SQL Injection,blocked,,,
2025-01-10 14:15:19,81.133.126.179,,,high,,Suspicious Login,reviewed,,,
2025-01-16 13:46:33,36.54.109.184,,,high,,Brute Force,reviewed,,,
2025-01-09 17:54:58,82.109.150.5,,,medium,,Brute Force,reviewed,,,
2025-01-28 21:12:20,223.208.244.157,,,high,,Malware,blocked,,,
2025-01-22 17:21:12,38.209.183.6,,,critical,,Brute Force,quarantined,,,
2025-01-29 06:48:13,112.187.57.113,,,high,,DDoS,reviewed,,,
2025-01-13 15:38:30,206.217.55.181,,,critical,,SQL Injection,blocked,,,
2025-01-09 06:04:24,132.110.182.84,,,high,,SQL Injection,quarantined,,,
2025-01-21 09:04:58,116.87.179.43,,,medium,,Suspicious Login,quarantined,,,
2025-01-19 06:19:12,222.174.127.68,,,medium,,Malware,quarantined,,,
2025-01-11 18:51:06,251.113.222.126,,,medium,,SQL Injection,reviewed,,,
2025-01-07 18:53:05,99.219.26.67,,,medium,,Brute Force,blocked,,,
2025-01-28 14:32:08,234.49.13.31,,,medium,,DDoS,blocked,,,
2025-01-25 23:57:13,45.237.166.116,,,high,,SQL Injection,blocked,,,
2025-01-19 02:31:32,147.202.55.206,,,medium,,SQL Injection,reviewed,,,
2025-01-16 18:37:05,247.128.131.57,,,medium,,DDoS,quarantined,,,
2025-01-15 14:00:42,50.220.52.90,,,medium,,SQL Injection,quarantined,,,
2025-01-15 04:43:24,223.18.24.1,,,medium,,Malware,blocked,,,
2025-01-22 22:18:59,141.102.19.36,,,high,,DDoS,reviewed,,,
2025-01-18 08:38:20,158.238.113.93,,,medium,,Brute Force,reviewed,,,
2025-01-05 04:21:01,207.238.215.31,,,high,,Suspicious Login,quarantined,,,
2025-01-03 09:08:48,187.226.215.42,,,critical,,SQL Injection,quarantined,,,
2025-01-13 21:38:46,87.1.119.154,,,high,,SQL Injection,reviewed,,,
2025-01-13 15:55:26,254.132.248.35,,,high,,Malware,reviewed,,,
2025-01-13 11:00:09,123.89.176.53,,,high,,DDoS,quarantined,,,
2025-01-22 07:47:05,225.234.120.205,,,high,,SQL Injection,quarantined,,,
2025-01-25 01:46:23,231.111.58.160,,,critical,,Malware,blocked,,,
2025-01-15 11:44:16,163.107.80.116,,,medium,,Malware,blocked,,,
2025-01-10 05:48:50,157.253.14.227,,,high,,DDoS,blocked,,,
2025-01-06 04:31:10,253.215.203.169,,,medium,,DDoS,blocked,,,
2025-01-29 08:39:47,255.211.245.25,,,medium,,DDoS,quarantined,,,
2025-01-08 21:49:44,126.195.171.206,,,medium,,Malware,blocked,,,
2025-01-02 01:58:20,17.17.29.202,,,medium,,Malware,blocked,,,
2025-01-09 12:05:15,28.49.12.192,,,high,,Brute Force,quarantined,,,
2025-01-18 06:07:24,127.60.34.224,,,high,,DDoS,reviewed,,,
2025-01-06 11:16:31,46.194.235.213,,,medium,,Brute Force,blocked,,,
2025-01-29 08:13:49,158.56.170.109,,,medium,,Brute Force,reviewed,,,
2025-01-24 05:48:36,243.226.131.142,,,medium,,SQL Injection,reviewed,,,
2025-01-07 16:55:42,43.164.9.2,,,medium,,Suspicious Login,reviewed,,,
2025-01-17 01:19:48,214.161.38.73,,,medium,,Suspicious Login,blocked,,,
2025-01-05 14:15:16,55.65.239.240,,,medium,,Suspicious Login,reviewed,,,
2025-01-05 21:39:11,50.226.241.136,,,medium,,DDoS,blocked,,,
2025-01-08 17:44:27,117.132.169.181,,,high,,SQL Injection,blocked,,,
2025-01-29 18:31:39,59.43.152.199,,,high,,Malware,reviewed,,,
2025-01-29 09:04:47,10.188.100.164,,,medium,,Malware,quarantined,,,
2025-01-17 12:10:23,3.44.48.79,,,high,,Suspicious Login,quarantined,,,
2025-01-25 15:31:20,102.17.114.91,,,high,,Malware,blocked,,,
2025-01-15 08:08:39,145.224.84.203,,,medium,,Malware,reviewed,,,
2025-01-17 04:45:08,181.83.224.49,,,critical,,SQL Injection,reviewed,,,
2025-01-08 14:48:00,231.134.12.13,,,high,,Suspicious Login,blocked,,,
2025-01-10 02:23:41,54.158.228.37,,,high,,Suspicious Login,quarantined,,,
2025-01-07 11:47:59,6.246.245.190,,,medium,,DDoS,quarantined,,,
2025-01-15 12:25:33,10.118.147.9,,,medium,,SQL Injection,quarantined,,,
2025-01-27 21:23:23,240.6.113.66,,,medium,,Suspicious Login,blocked,,,
2025-01-06 17:57:50,73.103.213.206,,,medium,,Malware,blocked,,,
2025-01-12 19:03:50,27.135.132.114,,,medium,,Brute Force,blocked,,,
2025-01-24 13:03:58,13.182.251.189,,,high,,DDoS,blocked,,,
2025-01-20 21:18:34,65.205.198.226,,,high,,SQL Injection,blocked,,,
2025-01-01 03:35:25,115.27.239.79,,,high,,Suspicious Login,reviewed,,,
2025-01-02 12:59:37,15.203.147.38,,,critical,,SQL Injection,quarantined,,,
2025-01-13 16:18:29,77.141.92.239,,,medium,,Malware,quarantined,,,
2025-01-08 22:13:33,174.56.37.232,,,medium,,DDoS,quarantined,,,
2025-01-16 08:10:16,209.246.106.194,,,high,,Suspicious Login,quarantined,,,
2025-01-26 22:45:11,183.212.31.58,,,high,,Brute Force,reviewed,,,
2025-01-23 11:08:38,196.4.122.200,,,medium,,Malware,quarantined,,,
2025-01-01 00:54:50,56.205.17.170,,,high,,Malware,blocked,,,
2025-01-27 07:41:30,150.218.122.34,,,critical,,Suspicious Login,reviewed,,,
2025-01-30 19:41:30,62.163.165.24,,,medium,,Brute Force,quarantined,,,
2025-01-21 17:23:05,18.251.51.200,,,high,,DDoS,reviewed,,,
2025-01-25 06:22:15,60.116.51.9,,,medium,,Brute Force,reviewed,,,
2025-01-24 22:29:52,177.56.11.152,,,medium,,Suspicious Login,quarantined,,,
2025-01-23 08:41:51,72.188.172.142,,,critical,,DDoS,reviewed,,,
2025-01-15 21:16:12,60.149.30.246,,,medium,,SQL Injection,blocked,,,
2025-01-30 22:51:15,144.150.45.211,,,medium,,DDoS,blocked,,,
2025-01-05 23:40:31,247.117.106.5,,,critical,,Suspicious Login,blocked,,,
2025-01-27 08:20:52,247.68.95.214,,,medium,,Malware,quarantined,,,
2025-01-16 22:25:18,142.240.62.57,,,medium,,DDoS,quarantined,,,
2025-01-26 03:34:11,181.191.141.93,,,high,,Suspicious Login,quarantined,,,
2025-01-07 02:08:35,195.171.27.245,,,medium,,Suspicious Login,blocked,,,
2025-01-15 04:47:25,136.34.13.88,,,medium,,Brute Force,reviewed,,,
2025-01-08 07:41:21,150.76.214.190,,,medium,,Brute Force,quarantined,,,
2025-01-19 05:01:13,32.215.52.145,,,critical,,Suspicious Login,quarantined,,,
2025-01-28 01:10:18,172.94.133.97,,,medium,,SQL Injection,blocked,,,
2025-01-29 07:31:12,181.108.83.207,,,high,,Suspicious Login,blocked,,,
2025-01-06 12:08:27,113.206.45.200,,,medium,,Suspicious Login,reviewed,,,
2025-01-02 00:23:22,74.61.78.220,,,medium,,DDoS,quarantined,,,
2025-01-26 03:19:03,248.71.75.86,,,high,,Malware,reviewed,,,
2025-01-12 22:15:43,170.95.217.58,,,high,,SQL Injection,reviewed,,,
